comparison_id,comparison_type,candidate_method,reference_method,cluster_unit,cluster_id,metric,candidate_value,reference_value,paired_difference,improvement_oriented_difference,tie_tolerance,result
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000216_30fps,IDSW_STANDARD,2.0,6.0,-4.0,4.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000225_30fps,IDSW_STANDARD,0.0,0.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000226_30fps,IDSW_STANDARD,2.0,4.0,-2.0,2.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000231_30fps,IDSW_STANDARD,8.0,29.0,-21.0,21.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000233_30fps,IDSW_STANDARD,9.0,19.0,-10.0,10.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000263_30fps,IDSW_STANDARD,4.0,2.0,2.0,-2.0,0.0,LOSS
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000302_30fps,IDSW_STANDARD,0.0,2.0,-2.0,2.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000327_30fps,IDSW_STANDARD,2.0,6.0,-4.0,4.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000328_30fps,IDSW_STANDARD,0.0,4.0,-4.0,4.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000329_30fps,IDSW_STANDARD,0.0,2.0,-2.0,2.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000330_30fps,IDSW_STANDARD,0.0,4.0,-4.0,4.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs281119_000085_30fps,wrong_identity_frames,3473.0,3482.0,-9.0,9.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs281119_000114_30fps,wrong_identity_frames,0.0,3978.0,-3978.0,3978.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000216_30fps,wrong_identity_frames,3257.0,3278.0,-21.0,21.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000225_30fps,wrong_identity_frames,0.0,0.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000226_30fps,wrong_identity_frames,2.0,24.0,-22.0,22.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000231_30fps,wrong_identity_frames,3071.0,5333.0,-2262.0,2262.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000233_30fps,wrong_identity_frames,1669.0,2869.0,-1200.0,1200.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000263_30fps,wrong_identity_frames,128.0,2883.0,-2755.0,2755.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000302_30fps,wrong_identity_frames,0.0,2470.0,-2470.0,2470.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000327_30fps,wrong_identity_frames,293.0,3310.0,-3017.0,3017.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000328_30fps,wrong_identity_frames,0.0,152.0,-152.0,152.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000329_30fps,wrong_identity_frames,0.0,168.0,-168.0,168.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000330_30fps,wrong_identity_frames,0.0,3899.0,-3899.0,3899.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs281119_000085_30fps,wrong_identity_seconds,115.76666666666266,116.06666666666264,-0.29999999999998295,0.29999999999998295,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs281119_000114_30fps,wrong_identity_seconds,0.0,132.59999999999505,-132.59999999999505,132.59999999999505,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000216_30fps,wrong_identity_seconds,108.56666666666308,109.26666666666304,-0.6999999999999602,0.6999999999999602,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000225_30fps,wrong_identity_seconds,0.0,0.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000226_30fps,wrong_identity_seconds,0.0666666666666666,0.7999999999999999,-0.7333333333333334,0.7333333333333334,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000231_30fps,wrong_identity_seconds,102.36666666666342,177.76666666665915,-75.39999999999573,75.39999999999573,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000233_30fps,wrong_identity_seconds,55.633333333332736,95.63333333333048,-39.99999999999775,39.99999999999775,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000263_30fps,wrong_identity_seconds,4.26666666666666,96.09999999999712,-91.83333333333046,91.83333333333046,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000302_30fps,wrong_identity_seconds,0.0,82.33333333333121,-82.33333333333121,82.33333333333121,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000327_30fps,wrong_identity_seconds,9.76666666666664,110.33333333332963,-100.566666666663,100.566666666663,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000328_30fps,wrong_identity_seconds,0.0,5.0666666666666575,-5.0666666666666575,5.0666666666666575,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000329_30fps,wrong_identity_seconds,0.0,5.59999999999999,-5.59999999999999,5.59999999999999,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000330_30fps,wrong_identity_seconds,0.0,129.9666666666619,-129.9666666666619,129.9666666666619,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs281119_000085_30fps,terminal_identity_episodes,2.0,2.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs281119_000114_30fps,terminal_identity_episodes,0.0,3.0,-3.0,3.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000216_30fps,terminal_identity_episodes,2.0,2.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000225_30fps,terminal_identity_episodes,0.0,0.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000226_30fps,terminal_identity_episodes,0.0,0.0,0.0,-0.0,0.0,TIE
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000231_30fps,terminal_identity_episodes,4.0,5.0,-1.0,1.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000233_30fps,terminal_identity_episodes,2.0,4.0,-2.0,2.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000263_30fps,terminal_identity_episodes,0.0,2.0,-2.0,2.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs291119_000302_30fps,terminal_identity_episodes,0.0,2.0,-2.0,2.0,0.0,WIN
C1,CURRENT_EXECUTABLE_COMPLETE_METHOD_COMPARISON,realtime_fast,bytetrack_raw,VIDEO,Pigs301119_000327_30fps,terminal_identity_episodes,2.0,2.0,0.0,-0.0,0.0,TIE
