method_id,video_id,HOTA_primary,HOTA_visible_only,HOTA_visible_minus_primary,AssA_primary,AssA_visible_only,AssA_visible_minus_primary,IDF1_primary,IDF1_visible_only,IDF1_visible_minus_primary,wrong_identity_frames_primary,wrong_identity_frames_visible_only,wrong_identity_frames_visible_minus_primary,interpretation
hybrid_bytetrack,Pigs291119_000226_30fps,0.8822631786656048,0.8628150551105019,-0.019448123555102836,0.8925855316977481,0.8732789895797947,-0.019306542117953462,0.9969444444444444,0.9823396439672224,-0.014604800477222013,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs291119_000231_30fps,0.9097241025757752,0.9116328217843322,0.0019087192085570637,0.9178398223328044,0.91817584990075,0.00033602756794559596,0.9871527777777775,0.9851943694843557,-0.001958408293421865,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs291119_000233_30fps,0.9323114551972635,0.9103869453134132,-0.021924509883850307,0.9347419134033282,0.9139123035943953,-0.020829609808932892,0.9913194444444444,0.9700221792945554,-0.021297265149889055,24,13,-11,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs291119_000263_30fps,0.9123537591792384,0.8961475381689858,-0.016206221010252597,0.914895462068182,0.8993992794903118,-0.01549618257787011,0.9965972222222222,0.9847891300511734,-0.011808092171048834,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs291119_000302_30fps,0.930202435888938,0.9314094653257892,0.001207029436851137,0.9339678343585978,0.9350187075816508,0.0010508732230530837,0.9957638888888888,0.9965044742729307,0.0007405853840418697,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs301119_000327_30fps,0.8537892620466188,0.8483148567044587,-0.005474405342160038,0.8568469081201768,0.8514439305260219,-0.0054029775941549785,0.990625,0.9868255959849436,-0.003799404015056407,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs301119_000328_30fps,0.9313657105586236,0.93082461043814,-0.0005411001204835841,0.9363239082056604,0.9352230247916239,-0.0011008834140364687,0.9921527777777776,0.9923456013421411,0.00019282356436356451,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs301119_000329_30fps,0.9268456199113896,0.9210143339826192,-0.005831285928770358,0.9317088606992991,0.9258299607957996,-0.005878899903499546,0.9972222222222222,0.9932262569832402,-0.003995965238982047,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
hybrid_bytetrack,Pigs301119_000330_30fps,0.8973991040355292,0.8970202999136377,-0.00037880412189150725,0.9052044980742148,0.904815042571698,-0.00038945550251678895,0.9928472222222222,0.9926373550045148,-0.00020986721770743788,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
realtime_fast,Pigs281119_000085_30fps,0.9087989681503126,0.9092889657954353,0.0004899976451226973,0.9128381369849639,0.9132571359151098,0.000418998930145964,0.9938194444444444,0.994715249287254,0.0008958048428095999,3473,3474,1,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
realtime_fast,Pigs281119_000114_30fps,0.9259711043903882,0.9241812082754148,-0.0017898961149733772,0.9282697666038634,0.9264864095675328,-0.0017833570363305906,0.9995833333333332,0.9983310152990265,-0.0012523180343066986,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
realtime_fast,Pigs291119_000216_30fps,0.8758902997918283,0.8098990187970173,-0.065991280994811,0.8637135797047913,0.8434702686354624,-0.020243311069328973,0.9753472222222223,0.9034061265558619,-0.07194109566636031,3257,1698,-1559,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
realtime_fast,Pigs291119_000225_30fps,0.8620090491918813,0.8307251934849579,-0.03128385570692338,0.8783523691135517,0.8484746290585705,-0.029877740054981228,0.9970833333333332,0.9759562453386369,-0.021127087994696314,0,0,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
realtime_fast,Pigs291119_000226_30fps,0.8828107758437522,0.8625124776762276,-0.020298298167524598,0.8921626114013611,0.8719639544482539,-0.020198656953107186,0.9976388888888889,0.982781737350928,-0.014857151537960855,2,2,0,SENSITIVITY_ONLY_NOT_HUMAN_HIDDEN_VALIDATION
